heart_rate,79,78,76,76,76,79,79,79,80,83,84,84,84,79,73,69,66,63,62,62,62,62,68,74,72,69,67,67,65,62,62,62,62,62,62,62,62,63,66,69,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
breath_rate,17,17,17,17,18,18,17,18,18,17,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,14,14,15,15,15,16,16,17,17,16,15,14,13,12,12,12,12,12,12,12,13,13,13
bodysign_val,2,2,1,2,5,45,100,33,24,47,43,100,100,88,57,97,59,54,100,53,17,52,28,57,100,34,77,39,23,19,45,100,100,50,100,36,37,15,41,21,100,71,37,24,80,66,24,100,47,68,41,31,85,35,14,24,16,12,13,38,17,93,66,57,91,60,100,21,26,61,11,100,60,49,46,100,100,23,58,52,11,18,26,17,15,16,26,20,19,26,15,13,13,19,64,20,12,32,27,27,37,57,26,60,11,41,21,17,10,16,16,15,14,23,28,35,71,21,39,100,41,28,12,19,6,26,10,24,36,69,47,33,25,18,16,21,25,16,11,26,34,32,20,74,73,54,78,100,91,100,76,100,25,35,31,50,21,16,20,43,19,30,28,100,50,49,22,13,20,100,7
distance,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,18,18,24,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,30,30,30,30,30
